whatsapp_group,whatsapp_group_temp,timestamp,year,month,week,day_of_week,author,active_years,early_leaver,number_of_chats_that_day,length_chat,number_of_words,avg_word_length,previous_author,response_time,next_author,has_link,was_deleted,pictures_deleted,videos_deleted,number_of_pictures_videos,audios_deleted,gifs_deleted,stickers_deleted,documents_deleted,videonotes_deleted,has_attachment,number_of_emojis,has_emoji,list_of_all_emojis,list_of_connected_emojis,starts_with_emoji,emoji_starting_chat,ends_with_emoji,emoji_ending_chat,pct_emojis,number_of_punctuations,has_punctuation,list_of_all_punctuations,list_of_connected_punctuations,ends_with_punctuation,has_question_mark,ends_with_question_mark,punctuation_ending_chat,pct_punctuations,number_of_capitals,has_capitals,list_of_connected_capitals,starts_with_capital,capitalized_words_ratio,number_of_number_characters,has_number_characters,number_of_numbers,message_cleaned,x_day_pct_length_chat,x_day_pct_length_emojis,x_day_pct_length_punctuations,x_number_of_unique_participants_that_day,x_day_pct_messages_of_author,y_sequence_authors_that_day,y_sequence_response_times_that_day
maap,maap,2017-07-28 16:59:42,2017,7,30,4,PB,11,False,2,7,1,5.0,PB,132.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],50.0,,,1,100.0,PB,132.0
maap,AvT,2017-07-29 14:23:22,2017,7,30,5,AvT,10,False,1,7,1,5.0,PB,77020.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],1.1904761904761905,0.0,0.0,6,9.090909090909092,AvT,77020.0
maap,maap,2017-07-29 18:58:31,2017,7,30,5,PB,11,False,2,7,1,5.0,AvT,16509.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],1.1904761904761905,0.0,0.0,6,9.090909090909092,PB,16509.0
maap,maap,2017-07-30 09:35:21,2017,7,30,6,M,9,False,1,7,1,5.0,PB,52610.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,M,52610.0
maap,AvT,2017-08-01 20:43:13,2017,8,31,1,AvT,10,False,1,7,1,5.0,M,212872.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],33.33333333333333,,,2,33.33333333333333,AvT,212872.0
maap,maap,2017-08-01 21:37:54,2017,8,31,1,M,9,False,2,7,1,5.0,AvT,3281.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],33.33333333333333,,,2,66.66666666666666,M,3281.0
maap,maap,2017-08-01 21:37:57,2017,8,31,1,M,9,False,3,7,1,5.0,M,3.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],33.33333333333333,,,2,66.66666666666666,M,3.0
maap,maap,2017-08-04 21:04:40,2017,8,31,4,AB,10,False,1,7,1,5.0,M,257203.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,AB,257203.0
maap,maap,2017-08-20 16:02:21,2017,8,33,6,PB,11,False,1,7,1,5.0,AB,1364261.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],33.33333333333333,,,1,100.0,PB,1364261.0
maap,maap,2017-08-20 16:03:05,2017,8,33,6,PB,11,False,2,7,1,5.0,PB,44.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],33.33333333333333,,,1,100.0,PB,44.0
maap,maap,2017-08-20 16:03:06,2017,8,33,6,PB,11,False,3,7,1,5.0,PB,1.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],33.33333333333333,,,1,100.0,PB,1.0
maap,maap,2017-09-10 12:47:02,2017,9,36,6,PB,11,False,1,7,1,5.0,PB,1802636.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,PB,1802636.0
maap,AvT,2017-09-24 17:58:56,2017,9,38,6,AvT,10,False,1,7,1,5.0,PB,1228314.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.865168539325842,0.0,0.0,4,40.0,AvT,1228314.0
maap,AvT,2017-09-24 17:58:56,2017,9,38,6,AvT,10,False,2,7,1,5.0,AvT,0.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.865168539325842,0.0,0.0,4,40.0,AvT,0.0
maap,AvT,2017-10-04 12:10:59,2017,10,40,2,AvT,10,False,1,7,1,5.0,AvT,843123.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,AvT,843123.0
maap,AvT,2017-10-06 12:48:36,2017,10,40,4,AvT,10,False,1,7,1,5.0,AvT,175057.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],25.0,,,4,25.0,AvT,175057.0
maap,maap,2017-10-06 12:51:54,2017,10,40,4,AB,10,False,2,7,1,5.0,AvT,198.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],25.0,,,4,25.0,AB,198.0
maap,maap,2017-10-06 13:04:25,2017,10,40,4,PB,11,False,3,7,1,5.0,AB,751.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],25.0,,,4,25.0,PB,751.0
maap,maap,2017-10-06 17:39:50,2017,10,40,4,M,9,False,4,7,1,5.0,PB,16525.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],25.0,,,4,25.0,M,16525.0
maap,maap,2017-10-08 13:34:46,2017,10,40,6,AB,10,False,1,7,1,5.0,M,158096.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,AB,158096.0
maap,maap,2017-10-09 14:08:51,2017,10,41,0,AB,10,False,1,7,1,5.0,AB,88445.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],50.0,,,1,100.0,AB,88445.0
maap,maap,2017-10-09 14:13:37,2017,10,41,0,AB,10,False,2,7,1,5.0,AB,286.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],50.0,,,1,100.0,AB,286.0
maap,maap,2017-10-13 17:43:10,2017,10,41,4,M,9,False,1,7,1,5.0,AB,358173.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,M,358173.0
maap,AvT,2017-10-31 22:52:30,2017,10,44,1,AvT,10,False,1,7,1,5.0,M,1573760.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,AvT,1573760.0
maap,maap,2017-12-20 20:09:48,2017,12,51,2,PB,11,False,1,7,1,5.0,AvT,4310238.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,PB,4310238.0
maap,maap,2017-12-31 18:07:07,2017,12,52,6,M,9,False,1,7,1,5.0,PB,943039.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,M,943039.0
maap,maap,2018-02-08 10:59:19,2018,2,6,3,PB,11,False,1,7,1,5.0,M,3343932.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,PB,3343932.0
maap,maap,2018-03-18 21:31:37,2018,3,11,6,M,9,False,1,7,1,5.0,PB,3321138.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],1.1686143572621035,0.0,0.0,6,8.333333333333332,M,3321138.0
maap,maap,2018-03-23 21:24:49,2018,3,12,4,PB,11,False,1,7,1,5.0,M,431592.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],100.0,,,1,100.0,PB,431592.0
maap,AvT,2018-04-21 00:26:19,2018,4,16,5,AvT,10,False,1,7,1,5.0,PB,2430090.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],50.0,,,1,100.0,AvT,2430090.0
maap,AvT,2018-04-21 00:26:19,2018,4,16,5,AvT,10,False,2,7,1,5.0,AvT,0.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],50.0,,,1,100.0,AvT,0.0
maap,maap,2018-05-01 21:31:07,2018,5,18,1,PB,11,False,1,7,1,5.0,AvT,939888.0,AvT,False,True,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],6.1946902654867255,,0.0,2,50.0,PB,939888.0
maap,AvT,2018-05-13 15:00:52,2018,5,19,6,AvT,10,False,1,7,1,5.0,PB,1013385.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],1.5283842794759825,0.0,0.0,5,33.33333333333333,AvT,1013385.0
maap,maap,2018-05-20 11:24:21,2018,5,20,6,PB,11,False,1,7,1,5.0,AvT,591809.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],2.356902356902357,0.0,0.0,4,37.5,PB,591809.0
maap,maap,2018-05-20 11:32:32,2018,5,20,6,PB,11,False,2,7,1,5.0,PB,491.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],2.356902356902357,0.0,0.0,4,37.5,PB,491.0
maap,AvT,2018-05-20 11:36:53,2018,5,20,6,AvT,10,False,3,7,1,5.0,PB,261.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],2.356902356902357,0.0,0.0,4,25.0,AvT,261.0
maap,maap,2018-05-20 12:46:55,2018,5,20,6,PB,11,False,4,7,1,5.0,AvT,4202.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],2.356902356902357,0.0,0.0,4,37.5,PB,4202.0
maap,maap,2018-05-24 21:40:52,2018,5,21,3,PB,11,False,1,7,1,5.0,PB,377637.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],3.111111111111111,0.0,0.0,3,20.0,PB,377637.0
maap,AvT,2018-05-24 21:48:44,2018,5,21,3,AvT,10,False,2,7,1,5.0,PB,472.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],3.111111111111111,0.0,0.0,3,60.0,AvT,472.0
maap,maap,2018-05-25 15:15:06,2018,5,21,4,PB,11,False,1,7,1,5.0,AvT,62782.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],25.0,,,3,50.0,PB,62782.0
maap,maap,2018-05-25 17:44:03,2018,5,21,4,AB,10,False,2,7,1,5.0,PB,8937.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],25.0,,,3,25.0,AB,8937.0
maap,maap,2018-05-25 17:47:08,2018,5,21,4,M,9,False,3,7,1,5.0,AB,185.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],25.0,,,3,25.0,M,185.0
maap,maap,2018-05-25 18:29:28,2018,5,21,4,PB,11,False,4,7,1,5.0,M,2540.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],25.0,,,3,50.0,PB,2540.0
maap,maap,2018-05-26 10:33:59,2018,5,21,5,PB,11,False,1,7,1,5.0,PB,57871.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.142857142857142,,,3,28.57142857142857,PB,57871.0
maap,maap,2018-05-26 16:30:48,2018,5,21,5,M,9,False,2,7,1,5.0,PB,21409.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.142857142857142,,,3,28.57142857142857,M,21409.0
maap,maap,2018-05-26 17:08:51,2018,5,21,5,PB,11,False,3,7,1,5.0,M,2283.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.142857142857142,,,3,28.57142857142857,PB,2283.0
maap,maap,2018-05-26 17:42:02,2018,5,21,5,PB,11,False,4,7,1,5.0,PB,1991.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.142857142857142,,,3,28.57142857142857,PB,1991.0
maap,maap,2018-05-26 17:47:16,2018,5,21,5,M,9,False,5,7,1,5.0,PB,314.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.142857142857142,,,3,28.57142857142857,M,314.0
maap,maap,2018-05-26 18:16:26,2018,5,21,5,PB,11,False,6,7,1,5.0,M,1750.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.142857142857142,,,3,28.57142857142857,PB,1750.0
maap,maap,2018-05-26 18:19:51,2018,5,21,5,M,9,False,7,7,1,5.0,PB,205.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.142857142857142,,,3,28.57142857142857,M,205.0
maap,maap,2018-05-26 18:52:19,2018,5,21,5,M,9,False,8,7,1,5.0,M,1948.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],7.142857142857142,,,3,28.57142857142857,M,1948.0
